transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v_noise,threshold_i_noise,peak_v_noise,peak_i_noise,trough_v_noise,trough_i_noise,upstroke_noise,upstroke_v_noise,downstroke_noise,downstroke_v_noise,fast_trough_v_noise,fast_trough_i_noise,width_noise,upstroke_downstroke_ratio_noise,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-36.68279648,163.098114,32.59475708,162.9623718,-51.12836075,129.848114,311.2486577,4.097782135,-94.33613393,14.57930088,-47.03091431,158.2311859,0.000710108,3.319673576,0.281476088,-48.84375381,-49.29166921,-53.26875305,238.597504,0.04388,35,35.50000381,35.93125153,187.6562536,0.019168317,1.195092736,9.806886282,100,95.125,440,-36.87500381,-37.90625127,-40.75000229,-53.31250381,-54.90625254,-72.0375,3.115577075,3.27266644,2.257124864,-92.59375,-71.53697968,526545261_46
Glutamatergic,Glutamatergic,negative,spiny,L4,-37.97146606,139.5652161,41.91847992,139.6739197,-56.58152008,96.66847992,423.2441793,0.395380437,-127.8574056,16.02173996,-47.24320602,137.7663116,0.000656739,3.3126248,0.225724638,-46.93750381,-46.29167048,-51.03125191,106.60624,0.063485,44.8125,45.68750127,47.34375381,362.5003397,0.087678082,1.833023744,30.69104604,70,64.79166794,790,-37.65625,-35.38541794,-46.625,-55.65625381,-55.58333715,-75.15625763,3.642799843,3.634131652,3.863709726,-95.25,-74.74006653,476451456_48
Glutamatergic,Glutamatergic,positive,spiny,L4,-40.6024704,462.9854736,37.6409874,463.5784912,-53.47238541,333.5116272,373.3250099,1.254360437,-89.18722434,13.48473835,-46.91133881,443.2441711,0.000830233,4.249945439,0.06707851,-46.96875,-47.28125254,-50.91875305,115.119888,0.03829,40.4375,44.16666667,44.15625229,108.4375381,0.094803244,2.229042176,12.37989493,209.9999847,111.2083384,939.999939,-37.62500381,-37.75000127,-48.03750229,-53.56250381,-56.39583588,-73.35000153,4.214050119,4.060097333,3.959663306,-84.90625763,-72.26105499,489887491_55
Glutamatergic,Glutamatergic,positive,spiny,L5,-33.8538475,106.2230759,36.27259445,105.4980774,-53.34086609,96.70384979,277.4573611,2.929807663,-65.91630692,16.85336494,-49.98077011,100.9019241,0.001145846,4.213382037,0.233013259,-51.00000381,-51.97917048,-54.9765625,213.444512,0.02782,37.68750381,40.53125381,46.03125286,217.1874642,-0.00077565,1.480864768,23.40263038,50,32.49999936,320,-32.18750381,-34.15625127,-43.00781441,-55.15625381,-56.59375381,-60.95312691,3.666730925,4.161031223,4.697919421,-83.96875,-59.36566544,563248177_54
Vip+,GABAergic,positive,aspiny,L4,-32.1741066,91.70237732,13.45089245,91.40476227,-47.1919632,66.36309814,151.0418681,-12.55505943,-54.43050142,-3.75,-43.60268021,88.40476227,0.001041905,2.732654908,0.035987544,-45.15625,-47.91666667,-51.1964313,259.888608,0.01576,15.81250095,20.8333346,26.35714422,308.1248701,0.041131776,1.235535872,23.64197723,50,23.29166667,249.9999847,-33.28125,-35.50000254,-38.27678735,-46.06250381,-49.7395846,-62.35714667,2.988571767,2.974262619,3.156213986,-92.93750763,-61.08576584,565191521_50
Sst+,GABAergic,positive,aspiny,L2/L3,-35.76485825,100.9159851,27.59016418,100.2684402,-54.10399628,81.35041046,237.1591858,-8.418032646,-81.48866655,-1.472848415,-52.19057465,95.64958954,0.000931475,2.906185769,0.412121205,-52.21875381,-54.55208588,-54.71250229,331.504416,0.01892,29.65625191,34.41666794,31.34375153,276.0937214,0.059383173,1.145355904,15.45190014,50,57.58333333,320,-35.65625,-36.23958588,-38.73125076,-53.4375,-55.55208715,-68.39375458,3.031211799,2.997762951,3.156536843,-96.87500763,-67.75431824,578909807_49
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.9273262,150.6686096,30.4215107,150.0348816,-52.27470779,111.3488388,191.0435512,1.058866262,-55.8109215,15.9709301,-46.7013092,139.066864,0.001250233,3.433649187,0.15345805,-48.37500381,-41.68750381,-48.51562691,204.556128,0.01844,34.15625,38.37500254,39.45312786,170.0521111,0.046539567,1.34422144,19.41072104,90,35.2916654,400,-36.71875381,-33.21875381,-42.85937691,-51.9375,-50.93750381,-61.17969131,3.436692005,3.627659516,3.861189703,-84.28125,-60.82104492,608108585_66
Glutamatergic,Glutamatergic,positive,spiny,L6b,-38.90413666,222.8614807,23.1030407,223.4543915,-50.86951065,165.4848022,208.9811396,-12.85515213,-85.55736458,0.874155402,-45.46283722,218.4983063,0.000824122,2.451347035,0.21739492,-49.53125,-49.26041921,-56.58750381,126.870208,0.06071,25.53125191,42.01041921,26.51250114,151.5626162,0.149849534,3.064335872,14.60881036,120.0000076,130.4583333,730,-39.53125381,-40.48958333,-46.81250229,-55.09375381,-54.44791921,-77.40000305,2.431997795,2.571614394,2.382781139,-93.65625763,-76.29483795,471410185_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.81449509,122.1329803,39.46609116,122.2287216,-57.57978821,100.6861725,408.2954971,-4.491356373,-88.18279582,12.04920197,-48.5,119.8457413,0.000837021,4.634841057,0.162504847,-51.62500381,-51.5520846,-54.63125229,129.13652,0.0922,41.3125,43.83333715,41.90625153,137.5000775,0.089239098,2.017914624,21.53854691,70,82.41666667,900,-44.37500381,-44.15625381,-50.82500229,-62.28125381,-59.40625254,-76.3187561,4.674806881,4.868871468,4.315335341,-90.59375763,-75.55944061,502829071_58
Vip+,GABAergic,positive,aspiny,L6b,-33.05535889,68.11071777,27.5714283,67.66785431,-46.79107285,51.43571472,246.9100937,-8.259821892,-81.93385534,3.478571415,-41.65625,65.61071777,0.000825714,3.007780605,0.126223776,-44.25,-46.10416794,-52.50390959,192.315024,0.03454,31.00000191,41.12500254,36.80078316,212.9688263,0.046483953,2.611999488,13.27773317,40,43.04166667,340,-35.65625,-38.01041667,-41.85547161,-46.28125381,-46.12500254,-70.2695322,3.101213481,3.233912814,3.017909613,-92.96875763,-69.35978699,575923740_49
Vip+,GABAergic,positive,aspiny,L2/L3,-39.92492294,113.8856735,36.98513794,113.5777435,-54.08498383,84.03810883,376.408488,-9.649390221,-101.1240397,1.231326222,-49.64024353,110.5564041,0.000796585,3.722765486,0.265118454,-52.46875381,-50.90625254,-55.67708588,420.26288,0.00938,43.12500381,47.69791921,45.75,216.5625393,0.090869784,2.041581824,7.461362431,70,70.41666667,210,-41.3125,-40.4270846,-49.82291921,-56.96875381,-52.12500381,-77.58333588,3.883415669,3.928214831,3.805467637,-101.5625076,-77.14401245,582857314_53
Pvalb+,GABAergic,positive,aspiny,L6a,-39.36848831,176.1649323,28.11805534,175.2291718,-60.28472137,145.8177032,314.6746031,-4.893663406,-99.3406994,6.813367844,-57.42361069,167.2552032,0.00077,3.171405382,0.195938375,-58.87500381,-59.41667048,-61.30729548,238.468528,0.11906,27.3125,29.39583397,33.10937627,219.062537,0.08619938,1.326791936,14.42046892,90,83.625,370,-38.1875,-42.54166921,-43.7083346,-62.34375381,-63.33333588,-70.48958588,3.078839871,2.952566526,2.586492401,-92.71875763,-68.81996918,581153862_58
Glutamatergic,Glutamatergic,positive,spiny,L5,-43.70223999,260.5848999,34.07606125,261.5393066,-52.51631165,241.1289368,323.2985473,-1.882468581,-160.4982593,-1.210888386,-51.67885208,261.7751465,0.000613616,2.024944109,0.210344907,-51.96875381,-54.27083588,-55.35000076,103.040064,0.025115,23.59375191,45.05208588,35.36875,98.34442139,0.192859948,1.767180544,13.65890969,150,167.9583333,690,-43.78125,-44.6770846,-47.36250229,-55.71875381,-54.94792048,-69.13125153,2.094328217,2.392916265,2.252908128,-79.4375,-68.20192719,488683425_47
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.87090302,219.6024628,28.23616791,219.1639404,-61.72336197,176.5860596,267.6984366,-7.244876862,-70.63563682,8.983606339,-58.12038803,205.7295074,0.001066967,3.796538169,0.230329468,-57.25000381,-57.61458588,-61.18750254,259.75872,0.05396,28.53125191,32.64583397,28.38541857,218.5937911,0.02898743,2.848832256,21.69334567,90,50.37499873,610,-42.65625,-45.15625381,-53.42708715,-62.31250381,-63.92708588,-82.50000509,3.514273875,3.854102209,3.949913102,-102.0000076,-81.90604401,469763389_50
Sst+,GABAergic,positive,aspiny,L5,-30.57198715,120.453125,21.13671875,119.9642868,-59.04520035,113.9174118,229.636992,-0.96484375,-199.4308007,-6.446428776,-58.4017868,118.4508896,0.000508929,1.144925672,0.56339288,-60.96875381,-56.8020846,-61.84896215,249.251248,0.031335,25.50000191,19.3229173,26.3072923,207.6563239,0.146811292,2.058995968,18.35929767,70,121.2083232,610,-36.28125,-25.31250127,-42.8333346,-61.06250381,-56.97916921,-74.37500636,1.305550771,1.061426593,1.389967444,-96.96875763,-73.30742645,488677318_47
Glutamatergic,Glutamatergic,positive,spiny,L4,-34.74171066,311.704071,26.87882614,310.9489746,-50.51913452,241.4311218,238.134841,-8.945153236,-49.75807043,14.33227062,-44.73915863,290.665802,0.001318776,4.824109797,0.113404255,-46.5,-46.71875381,-50.55625305,127.874992,0.08734,31.78125191,30.62500191,30.32500153,94.84378994,0.090228997,1.101101312,22.26677749,170,109.1666667,1480,-35.12500381,-36.94792048,-44.12500305,-54.5625,-55.7395846,-74.68125153,4.530599724,4.245415163,4.114601676,-86,-74.01579285,518287095_65
Vip+,GABAergic,positive,aspiny,L4,-36.24914551,100.3407516,21.1875,99.62329102,-50.0034256,84.70034027,216.7493777,-8.485873222,-85.42661341,0.685359597,-48.04708862,96.57020569,0.000797808,2.521025447,0.400171233,-50.84375381,-50.97916794,-53.85000305,491.303328,0.01844,29.00000191,31.1041673,30.63750114,249.2188662,0.066388756,1.761635456,15.01061248,50,44.25,350,-36.84375,-35.7083346,-43.78125153,-50.96875,-52.50000127,-72.68750305,2.699057253,2.77332226,2.960571603,-99.25,-72.13717651,531121585_36
Glutamatergic,Glutamatergic,positive,spiny,L4,-39.34114456,189.0694427,34.60243225,188.1111145,-55.64323044,138.4375,313.4793365,-4.515625,-77.0728536,15.98524284,-47.88888931,165.2361145,0.000965694,4.092503071,0.151875008,-47.28125381,-47.58333333,-52.49479421,295.526688,0.053705,35.28125381,41.37500127,40.01041921,171.2500453,0.025149094,2.2862848,20.44313372,110,67.58333333,889.999939,-38.50000381,-37.78125254,-47.06771024,-53.59375,-55.19792048,-79.38541921,4.19230517,4.153560463,3.788500967,-97.40625,-78.41603851,486239338_51
Glutamatergic,Glutamatergic,positive,spiny,L4,-41.98077011,299.4615479,29.99038506,299.634613,-58.98677826,222.4951935,360.9784802,-4.231971264,-93.42483067,9.555288315,-53.89904022,289.3990479,0.000778269,3.86585086,0.105357143,-51.65625,-50.17708588,-53.92500153,132.119824,0.0821,30.1875,32.17708333,33.87500076,181.8750054,0.069984041,1.783098624,28.85293699,50,36.875,870,-38.15625381,-38.41666794,-49.01875,-61.8125,-61.81250127,-71.64375153,3.615060083,3.736669678,4.154774055,-88.5625,-69.32039642,325815086_70
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-38.36256027,194.9635925,24.67900467,194.4648132,-52.28306961,166.8118896,263.631523,-3.190533876,-76.50532857,-1.217536449,-50.65321732,184.5400543,0.000854563,3.473833483,0.253218889,-53.65625381,-53.11458715,-56.57500153,222.887792,0.14006,26.50000191,26.4479173,29.53125114,179.5313209,0.029833993,1.410092416,19.153995,110,83.33333333,499.9999695,-37.09375,-35.2708346,-43.06875229,-54.50000381,-55.15625381,-68.1375061,3.277697075,3.293131996,2.61938133,-86.78125763,-67.04627228,526943222_41
Glutamatergic,Glutamatergic,positive,spiny,L4,-34.69643021,140.0404816,14.85803604,139.1988068,-47.74106979,110.3857117,166.9390279,-19.67023849,-59.96335959,-2.563988209,-42.99970245,129.3261871,0.001080952,2.803160186,0.29637931,-47.09375381,-48.6458346,-50.47917048,223.03024,0.04648,18.34375,32.11458588,25.56250127,229.1963995,0.056354038,1.638058752,19.68172078,70,70.08333333,690,-36.40625381,-37.03125,-35.16667048,-53.81250381,-53.79166794,-78.14584096,2.533918701,2.953259338,2.511521075,-99.375,-77.65691376,516881226_54
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-37.70223999,212.0896301,33.31544876,212.65802,-53.36497498,165.4221649,302.2347605,-7.195165157,-81.12709893,12.69044781,-41.41214752,208.3443451,0.000877736,3.743422006,0.122825156,-44.125,-48.25000254,-51.33750305,165.862832,0.05648,30.90625,38.51041794,41.35000229,119.6875349,0.047501467,1.1547232,18.68581901,130,152.3333333,890,-35.71875,-37.09375127,-49.92500229,-52.46875381,-54.29166921,-80.23125458,3.911546162,3.481666933,4.269691364,-93,-79.38676453,517753911_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.06793594,155.2554321,39.44701004,154.842392,-58.22282791,105.5380402,314.230682,0.53125,-95.56908979,20.129076,-46.21059799,151.4239197,0.000808043,3.285175181,0.129289952,-46.71875381,-47.12500127,-47.52604294,215.525728,0.04564,40.71875381,42.57291667,35.56771088,180.468753,0.165725932,2.187499776,18.74811274,90,100.125,989.999939,-39.8125,-37.26041921,-42.90625191,-56.09375381,-57.52083715,-77.87500254,3.548158853,3.181762614,3.31092767,-98.18750763,-77.56826019,480718588_51
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.38116074,381.9013977,32.29753494,380.5193787,-53.7284317,307.4859009,293.5982243,-0.971830964,-53.02340825,19.15493011,-50.14920807,338.8714905,0.001409296,5.651083946,0.045825772,-49.90625381,-49.84375254,-52.75625305,161.063168,0.04724,38.56250381,42.71875127,45.41250305,173.4376848,0.074001551,1.416274048,28.83369934,170,88.45833333,1060,-39,-37.62500127,-49.07500153,-53.90625,-56.55208588,-75.64375153,4.999363972,5.334577854,5.083894835,-92.00000763,-74.41447449,557403606_62
Vip+,GABAergic,positive,aspiny,L2/L3,-32.41470718,212.9382324,19.96801376,211.5455933,-45.63566208,155.4117584,175.0253108,-11.22536755,-66.0038148,1.86470592,-42.4128685,201.5455933,0.000986118,2.606927198,0.023414455,-51.34375381,-43.60416794,-55.34375254,259.667584,0.00862,32.65625381,23.25000127,33.75000381,222.3438174,0.060621902,1.228529024,14.50503986,130,127.375,320,-37.875,-32.63542048,-45.52083588,-51.46875381,-43.78125127,-71.80208333,3.049944001,2.350035951,3.207298118,-95.96875,-71.3127594,553541110_44
Vip+,GABAergic,positive,aspiny,L2/L3,-36.41906357,240.9250031,29.62937546,240.1824951,-47.58781433,181.9012451,180.1064713,0.130937502,-78.44295522,11.00718784,-44.36437607,231.9524994,0.0010092,2.20681135,0.035301508,-53.90625,-45.66666921,-56.03125229,261.56688,0.01006,42.81250381,43.34375254,44.52500153,162.4998897,0.093535036,1.509326336,9.216501006,150,99.91666667,390,-45.34375381,-36.94791921,-49.76250305,-54.34375381,-47.27083588,-75.57500458,3.14436958,3.081289254,3.192771739,-92.62500763,-75.02708435,568473665_53
Glutamatergic,Glutamatergic,positive,spiny,L6b,-39.45214081,407.0743103,28.625,405.0303955,-52.80236435,317.3569946,218.973414,-3.04194808,-78.72088739,11.62894154,-47.86598969,384.8896484,0.00092536,2.77234562,0.191477255,-51.4375,-51.69791794,-59.11979421,168.74608,0.03096,34.56250381,36.26041921,36.61458524,119.3749681,0.125625134,2.784519936,12.52313588,230,161.4166667,790,-38.03125,-36.84375254,-51.95833524,-54.50000381,-57.78125254,-80.19271088,2.949762474,2.532543006,2.690409258,-93.625,-79.41262817,485938494_58
Vip+,GABAergic,positive,aspiny,L4,-33.52746201,148.5871277,27.44981003,147.1818237,-48.18560791,95.79924011,205.1428083,-6.298295498,-79.38857398,7.510416508,-40.81344604,142.2234802,0.000873939,2.548376856,0.006647157,-44.53125381,-45.3645846,-48.54687595,250.2328,0.015,32.375,30.94791794,32.43750095,167.0313627,0.069448583,2.340901888,10.81309049,90,102.4583308,320,-38.375,-31.59375254,-45.81250381,-48.34375,-45.4583346,-71.04687691,3.167733873,2.459275796,3.268788844,-88.28125,-69.91178894,560924223_55
Pvalb+,GABAergic,positive,aspiny,L5,-34.98161697,133.6220551,40.95588303,133.0029449,-56.79301453,116.4279404,411.075113,3.313970566,-150.4934196,18.97389793,-55.12205887,129.0044098,0.000605882,2.734435017,0.34484978,-56.56250381,-56.66667048,-60.95000305,281.532576,0.05132,41.03125381,40.64583588,41.97500076,247.3437488,0.059555471,1.830891264,11.94711729,80,74.20833333,340,-34.625,-35.11458588,-39.64375229,-58.78125,-59.75000381,-70.9250061,2.638860545,2.717674167,2.307448268,-96.62500763,-70.48706055,605690670_51
Glutamatergic,Glutamatergic,positive,spiny,L6b,-34.29476166,366.9358215,35.13091278,364.8969727,-49.03420639,283.596283,229.4364155,0.635557413,-85.91122014,15.32390213,-42.6452713,352.6351318,0.000921351,2.666504549,0.155346608,-47,-46.92708588,-55.09375254,209.971936,0.03378,40.78125381,42.72916921,42.32291794,136.5624219,0.132638186,1.388856576,14.18189487,210,187.8333333,860,-33.96875,-33.76041794,-46.93750254,-47.87500381,-49.72916794,-81.25000509,2.718901412,2.528137353,3.060707247,-95.50000763,-80.05062103,501566512_58
Pvalb+,GABAergic,positive,aspiny,L2/L3,-34.41576004,368.5307922,30.35507202,368.2581482,-49.09805298,297.7019958,333.1926094,-2.858695745,-84.49144602,12.37318802,-46.83401108,357.5860596,0.000756232,3.975819419,0.191755315,-49.21875,-52.07291921,-60.36875229,206.282848,0.23472,27.84375191,28.03125127,34.08750076,140.3125376,0.040189486,2.383803904,7.84301731,210,158.9166667,520,-32.46875,-34.95833588,-39.89375229,-50.25,-53.67708715,-74.07500153,3.501589075,3.424519366,2.961280221,-89.21875,-73.25891113,606336338_59
Glutamatergic,Glutamatergic,positive,spiny,L6b,-35.22043991,443.4544067,17.58361435,441.0641785,-49.94467926,323.1047363,140.6385838,-7.388936043,-70.86418123,1.149070978,-44.48184204,423.5473022,0.000900946,1.93601614,0.00969764,-43.43750381,-43.97916667,-52.48750229,155.913216,0.032295,24.25,23.8645846,33.30000076,154.2188227,0.161058441,2.37448448,14.93066827,250,287.0416667,770,-29.71875191,-29.79166794,-49.63750305,-48.5,-47.62500254,-79.12500458,2.181876568,1.789135597,2.625994846,-94.68750763,-77.58254242,490485142_57
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-39.97861862,156.7697296,27.51041603,156.6754456,-59.04769897,150.3486786,314.1498905,-3.036184311,-191.1971125,-8.262609482,-58.4599762,155.3464966,0.000503684,1.638505974,0.260583953,-59.71875381,-58.53125191,-60.92187691,235.200512,0.02047,28.90625191,34.10937691,32.64062691,190.1787072,0.059861992,2.181601792,14.68090642,90,101.3125,390,-44.03125,-42.859375,-46.1875,-59.84375381,-58.65625191,-71.04687881,1.876109341,1.927138885,1.960299448,-92.5,-70.54975128,475740357_41
Glutamatergic,Glutamatergic,positive,spiny,L4,-35.1015625,144.7215881,43.54758453,144.0596619,-55.33806992,109.8892059,445.0486041,0.985795438,-104.9010422,18.265625,-48.03764343,139.0795441,0.000779318,4.250014892,0.247765378,-46.93750381,-48.20833333,-50.6875,183.174256,0.05578,47.65625381,48.52083588,47.67187786,195.0000376,0.050107703,2.7984512,22.29669639,70,60.29166158,790,-34.46875,-34.96875127,-43.50000286,-52.46875381,-54.06250254,-78.17968941,4.217187821,4.067239978,4.417165886,-98.00000763,-76.73403168,473020156_50
Glutamatergic,Glutamatergic,negative,spiny,L5,-42.42992401,179.3143921,30.21875,179.1022797,-58.51988602,124.227272,228.7932861,-5.612689495,-61.6764555,14.95549202,-48.75094604,165.6287842,0.00116,3.719389568,0.184328916,-48.8125,-45.90625254,-52.52500305,224.515216,0.04119,35,36.33333588,34.31250153,162.9687101,0.034428075,1.70821696,19.05479751,90,89.20833079,740,-41.53125381,-38.3125,-49.90000229,-56.0625,-55.41666921,-83.92500458,3.530282122,3.254957719,3.475925073,-99.46875,-83.63230133,488467273_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-35.55852127,673.7386475,24.69375038,671.5045166,-50.24658966,508.536377,143.1548142,1.685795426,-55.05898475,10.5181818,-44.09943008,638.5272827,0.001221091,2.618134649,0.007366073,-46.56250381,-42.21875,-49.66666794,173.277776,0.0365,29.93750191,27.76562595,34.50000127,133.5714608,0.037006374,1.122430464,20.39311168,390,407.3125,1200,-35.78125381,-31.265625,-47.0833346,-49.0625,-47.87500191,-71.45833842,2.541528184,2.221852739,3.217697364,-85.1875,-71.14560699,568584929_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.00735474,202.8088226,33.60202026,203.0147095,-58.18290329,152.4926453,314.1217963,-2.663602829,-95.48113928,12.80882359,-50.55974197,204.4227905,0.000824853,3.294585688,0.189556532,-50,-49.43750127,-51.68750254,165.977264,0.050805,36.09375381,42.46875254,41.15625254,181.0937524,0.040950172,2.345568512,16.83664402,110,60.33333333,920,-33.84375381,-34.89583333,-48.15625254,-57.34375,-56.69791921,-83.29166921,3.133344297,3.525713435,3.852868253,-100.0312576,-82.33110046,469720505_55
Vip+,GABAergic,positive,aspiny,L4,-30.28477859,141.0020142,19.28074646,139.9516144,-43.48286438,97.72782135,117.8065697,-4.300907135,-58.41476272,-0.150705695,-39.59223938,133.7217712,0.001126774,1.926321869,0.007258065,-49,-45.59375254,-54.01562818,462.861888,0.00832,31.1875,33.6041673,33.36458492,208.593756,0.052547511,2.612122112,9.511966317,90,77,249.9999847,-42,-33.33333588,-45.94271088,-49.21875,-45.7083346,-75.18229802,2.928973776,2.445642708,3.077162366,-98.37500763,-74.83985138,570589935_52
